Gene_name	Intron_coord	Strand	Annot	Coding	UTR
ACAP3	chr1:1300068-1301988	-	False	False	False
ACAP3	chr1:1300068-1300509	-	False	True	False
ACAP3	chr1:1300068-1300158	-	True	True	False
ACAP3	chr1:1300068-1300154	-	False	False	False
ACAP3	chr1:1300026-1300158	-	False	True	False
ACAP3	chr1:1299905-1300158	-	False	True	False
ACAP3	chr1:1299905-1299973	-	True	True	False
ACAP3	chr1:1299356-1299831	-	True	True	False
ACAP3	chr1:1298679-1299345	-	True	True	False
ACAP3	chr1:1298421-1298567	-	True	True	False
ACAP3	chr1:1298113-1298370	-	True	True	False
ACAP3	chr1:1298113-1298303	-	False	False	False
ACAP3	chr1:1298113-1298185	-	True	False	False
ACAP3	chr1:1297933-1298030	-	False	False	False
ACAP3	chr1:1297933-1298013	-	True	True	False
ACAP3	chr1:1296633-1297822	-	True	True	False
ACAP3	chr1:1296280-1296425	-	True	True	False
ACAP3	chr1:1296109-1296211	-	True	True	False
ACAP3	chr1:1295938-1296211	-	False	True	False
ACAP3	chr1:1295938-1296015	-	True	True	False
ACAP3	chr1:1295934-1296015	-	False	True	False
ACAP3	chr1:1295554-1295782	-	False	True	False
ACAP3	chr1:1295554-1295736	-	True	True	False
ACAP3	chr1:1294841-1295447	-	False	True	False
ACAP3	chr1:1294816-1295447	-	True	True	False
ACAP3	chr1:1294628-1295447	-	True	True	False
ACAP3	chr1:1294628-1294718	-	True	True	False
ACAP3	chr1:1294199-1294402	-	True	True	False
ACAP3	chr1:1293933-1294090	-	True	True	False
ACAP3	chr1:1293929-1294090	-	False	False	False
ACAP3	chr1:1293911-1294090	-	False	False	False
ACAP3	chr1:1293708-1293823	-	True	True	False
INTS11	chr1:1323287-1324581	-	True	True	True
INTS11	chr1:1321984-1324581	-	True	True	True
INTS11	chr1:1321984-1323181	-	True	False	True
INTS11	chr1:1321984-1322892	-	True	True	True
INTS11	chr1:1321980-1323181	-	True	True	True
INTS11	chr1:1321096-1324581	-	True	True	True
INTS11	chr1:1321093-1324581	-	True	True	True
INTS11	chr1:1321093-1323181	-	True	True	True
INTS11	chr1:1321093-1323147	-	True	True	True
INTS11	chr1:1321093-1322892	-	True	False	True
INTS11	chr1:1321093-1321908	-	True	True	True
INTS11	chr1:1320682-1320996	-	True	False	True
INTS11	chr1:1320529-1320996	-	True	True	True
INTS11	chr1:1319885-1320456	-	True	False	True
INTS11	chr1:1319843-1320456	-	True	False	True
INTS11	chr1:1319705-1320456	-	True	False	True
INTS11	chr1:1319524-1324581	-	True	True	True
INTS11	chr1:1319524-1320456	-	True	True	True
INTS11	chr1:1319433-1320456	-	True	False	True
INTS11	chr1:1315618-1324581	-	True	True	True
INTS11	chr1:1315618-1323181	-	True	True	True
INTS11	chr1:1315618-1320996	-	True	True	True
INTS11	chr1:1315618-1319296	-	True	True	True
INTS11	chr1:1315618-1316157	-	True	False	True
INTS11	chr1:1315614-1323177	-	True	True	True
INTS11	chr1:1315552-1319296	-	True	True	True
INTS11	chr1:1315438-1315520	-	True	True	True
INTS11	chr1:1314962-1320996	-	True	True	True
INTS11	chr1:1314962-1319072	-	True	True	True
INTS11	chr1:1314962-1315520	-	True	False	True
INTS11	chr1:1314962-1315404	-	True	True	True
INTS11	chr1:1314365-1314824	-	True	True	True
INTS11	chr1:1314105-1314301	-	True	True	True
INTS11	chr1:1313921-1314824	-	True	False	True
INTS11	chr1:1313921-1314301	-	True	True	True
INTS11	chr1:1313592-1313732	-	True	True	False
INTS11	chr1:1313124-1313509	-	True	True	False
INTS11	chr1:1312949-1313035	-	True	True	False
INTS11	chr1:1312700-1312787	-	True	True	False
INTS11	chr1:1312501-1312593	-	True	True	False
INTS11	chr1:1312368-1312593	-	True	False	False
INTS11	chr1:1312368-1312440	-	True	True	False
INTS11	chr1:1312147-1312226	-	True	True	False
INTS11	chr1:1311924-1312018	-	True	True	False
INTS11	chr1:1311067-1312018	-	False	False	True
DVL1	chr1:1342758-1348896	-	True	True	False
DVL1	chr1:1342484-1342689	-	True	True	False
DVL1	chr1:1342156-1342363	-	True	True	False
DVL1	chr1:1341805-1342053	-	True	True	False
DVL1	chr1:1340503-1341667	-	True	True	False
DVL1	chr1:1340316-1340410	-	True	True	False
DVL1	chr1:1340177-1340247	-	True	True	False
DVL1	chr1:1340173-1340247	-	False	False	False
DVL1	chr1:1340152-1340247	-	False	False	False
DVL1	chr1:1339812-1340038	-	True	True	False
DVL1	chr1:1339649-1340038	-	False	False	False
DVL1	chr1:1339649-1339736	-	True	True	False
DVL1	chr1:1339439-1339582	-	True	True	False
DVL1	chr1:1338653-1339362	-	True	True	False
DVL1	chr1:1338653-1339287	-	True	True	False
DVL1	chr1:1338436-1338522	-	True	True	False
DVL1	chr1:1338299-1338522	-	False	True	False
DVL1	chr1:1338183-1338269	-	True	True	False
DVL1	chr1:1338158-1338269	-	False	True	False
DVL1	chr1:1337055-1337977	-	True	True	False
DVL1	chr1:1336515-1337977	-	True	True	False
DVL1	chr1:1336515-1337147	-	False	False	False
DVL1	chr1:1336515-1337018	-	True	True	False
AURKAIP1	chr1:1374790-1375154	-	True	True	True
AURKAIP1	chr1:1374790-1375075	-	True	True	True
AURKAIP1	chr1:1374790-1374997	-	True	True	True
AURKAIP1	chr1:1374590-1374705	-	True	False	False
AURKAIP1	chr1:1374445-1375154	-	False	False	False
AURKAIP1	chr1:1374445-1374705	-	True	True	False
AURKAIP1	chr1:1374361-1374705	-	False	True	False
AURKAIP1	chr1:1373902-1374000	-	True	True	False
CCNL2	chr1:1398671-1399019	-	True	True	True
CCNL2	chr1:1398671-1398988	-	True	True	True
CCNL2	chr1:1398418-1398597	-	False	True	False
CCNL2	chr1:1398342-1398597	-	True	True	False
CCNL2	chr1:1395537-1398233	-	True	True	False
CCNL2	chr1:1395514-1398233	-	True	True	False
CCNL2	chr1:1393460-1395394	-	True	True	False
CCNL2	chr1:1392803-1393396	-	True	True	False
CCNL2	chr1:1391575-1392790	-	True	False	False
CCNL2	chr1:1391575-1392679	-	True	False	False
CCNL2	chr1:1391553-1392679	-	True	False	False
CCNL2	chr1:1390865-1393396	-	True	True	False
CCNL2	chr1:1390865-1392790	-	True	False	False
CCNL2	chr1:1390865-1392679	-	True	False	False
CCNL2	chr1:1390865-1391297	-	True	False	False
CCNL2	chr1:1390563-1390766	-	True	True	False
CCNL2	chr1:1390371-1390459	-	True	True	False
CCNL2	chr1:1389477-1390230	-	False	False	False
CCNL2	chr1:1389473-1390230	-	True	False	False
CCNL2	chr1:1389047-1390230	-	True	False	False
CCNL2	chr1:1388743-1390230	-	True	False	False
CCNL2	chr1:1388743-1388950	-	True	False	False
CCNL2	chr1:1388510-1388626	-	True	False	False
CCNL2	chr1:1388065-1390230	-	True	True	False
CCNL2	chr1:1388065-1388950	-	True	False	False
CCNL2	chr1:1388065-1388626	-	True	False	False
CCNL2	chr1:1388065-1388492	-	True	False	False
CCNL2	chr1:1387869-1387954	-	True	True	False
CCNL2	chr1:1387582-1387777	-	True	True	False
MRPL20	chr1:1407019-1407131	-	True	True	False
MRPL20	chr1:1406346-1406909	-	True	False	False
MRPL20	chr1:1405886-1406909	-	True	True	False
MRPL20	chr1:1405886-1406226	-	True	False	False
MRPL20	chr1:1402601-1405809	-	True	True	False
MRPL20	chr1:1402425-1405809	-	False	False	False
MRPL20	chr1:1402256-1405809	-	True	True	False
MRPL20	chr1:1402256-1405803	-	False	True	False
MRPL20	chr1:1402256-1402462	-	False	False	False
MRPL20	chr1:1402250-1405809	-	False	True	False
ANKRD65	chr1:1421005-1421133	-	True	True	True
ANKRD65	chr1:1421005-1421100	-	False	False	True
ANKRD65	chr1:1420592-1420797	-	True	True	False
ANKRD65	chr1:1419549-1420816	-	True	True	False
ANKRD65	chr1:1419549-1420797	-	True	True	False
ANKRD65	chr1:1419549-1420052	-	True	True	False
CDK11B	chr1:1657498-1658914	-	True	True	True
CDK11B	chr1:1657302-1657375	-	True	True	True
CDK11B	chr1:1655484-1657375	-	True	True	False
CDK11B	chr1:1655484-1657256	-	True	True	False
CDK11B	chr1:1652566-1655369	-	True	True	False
CDK11B	chr1:1649637-1652469	-	False	True	False
CDK11B	chr1:1649637-1652439	-	True	True	False
CDK11B	chr1:1646178-1655369	-	True	True	False
CDK11B	chr1:1646143-1655369	-	True	True	False
CDK11B	chr1:1646048-1655369	-	True	True	False
CDK11B	chr1:1645969-1646111	-	True	True	False
CDK11B	chr1:1645884-1646126	-	True	True	False
CDK11B	chr1:1645884-1645998	-	True	True	False
CDK11B	chr1:1645866-1645953	-	True	True	False
CDK11B	chr1:1645643-1645773	-	True	True	False
CDK11B	chr1:1645508-1645773	-	True	True	False
CDK11B	chr1:1645497-1645611	-	True	True	False
CDK11B	chr1:1645304-1645579	-	True	True	False
CDK11B	chr1:1645304-1645460	-	True	True	False
CDK11B	chr1:1645262-1649499	-	True	True	False
CDK11B	chr1:1642508-1649499	-	True	False	False
CDK11B	chr1:1642508-1645126	-	True	True	False
CDK11B	chr1:1642001-1649499	-	True	False	False
CDK11B	chr1:1642001-1642386	-	True	True	False
CDK11B	chr1:1642001-1642347	-	True	True	False
CDK11B	chr1:1641820-1641906	-	True	True	False
CDK11B	chr1:1641723-1708865	-	False	False	False
CDK11B	chr1:1641723-1708862	-	False	False	False
CDK11B	chr1:1641113-1641662	-	True	True	False
CDK11B	chr1:1640452-1641048	-	True	True	False
CDK11B	chr1:1638590-1640277	-	True	True	False
CDK11B	chr1:1637883-1638500	-	True	True	False
CDK11B	chr1:1637528-1637762	-	False	True	False
CDK11B	chr1:1637513-1637762	-	True	True	False
CDK11B	chr1:1637202-1637408	-	True	True	False
CDK11B	chr1:1637119-1704223	-	False	False	False
CDK11B	chr1:1637004-1637081	-	True	True	False
CDK11B	chr1:1636853-1637081	-	False	False	False
CDK11B	chr1:1636798-1636897	-	True	True	False
CDK11B	chr1:1636481-1636682	-	True	True	False
CDK11B	chr1:1636126-1636333	-	True	True	False
CDK11B	chr1:1635856-1635937	-	True	True	False
SLC35E2B	chr1:1691393-1692449	-	True	True	True
SLC35E2B	chr1:1676846-1692449	-	True	True	True
SLC35E2B	chr1:1676846-1690976	-	True	True	True
SLC35E2B	chr1:1676846-1678903	-	False	False	True
SLC35E2B	chr1:1676846-1677798	-	False	False	True
SLC35E2B	chr1:1676199-1676378	-	True	True	False
SLC35E2B	chr1:1675590-1676064	-	True	True	False
SLC35E2B	chr1:1671629-1675463	-	True	True	False
SLC35E2B	chr1:1670151-1675463	-	False	True	False
SLC35E2B	chr1:1670151-1671509	-	True	True	False
SLC35E2B	chr1:1669736-1670098	-	True	True	False
SLC35E2B	chr1:1669736-1670037	-	False	True	False
SLC35E2B	chr1:1668472-1675463	-	True	True	False
SLC35E2B	chr1:1668472-1669664	-	True	True	False
SLC35E2B	chr1:1666019-1668327	-	True	True	False
SLC35E2B	chr1:1660111-1668327	-	True	True	False
SLC35E2B	chr1:1641723-1708865	-	False	False	True
SLC35E2B	chr1:1641723-1708862	-	False	False	True
SLC35E2B	chr1:1637119-1704223	-	False	False	True
CDK11A	chr1:1722831-1734690	-	False	False	True
CDK11A	chr1:1722831-1724258	-	True	True	True
CDK11A	chr1:1722831-1723949	-	True	True	True
CDK11A	chr1:1722831-1723800	-	True	True	True
CDK11A	chr1:1722634-1722708	-	True	True	True
CDK11A	chr1:1721711-1722708	-	True	True	False
CDK11A	chr1:1721711-1722588	-	True	True	False
CDK11A	chr1:1719455-1721596	-	True	True	False
CDK11A	chr1:1716478-1719358	-	True	True	False
CDK11A	chr1:1716478-1719328	-	True	True	False
CDK11A	chr1:1712427-1716346	-	True	True	False
CDK11A	chr1:1712400-1716346	-	True	True	False
CDK11A	chr1:1709640-1716346	-	False	False	False
CDK11A	chr1:1709640-1712264	-	True	True	False
CDK11A	chr1:1709133-1709518	-	True	True	False
CDK11A	chr1:1709133-1709479	-	True	True	False
CDK11A	chr1:1708952-1709038	-	True	True	False
CDK11A	chr1:1708245-1708794	-	True	True	False
CDK11A	chr1:1707599-1708180	-	True	True	False
CDK11A	chr1:1707584-1708180	-	True	True	False
CDK11A	chr1:1705732-1707525	-	True	False	False
CDK11A	chr1:1705732-1707409	-	True	True	False
CDK11A	chr1:1705025-1705642	-	True	True	False
CDK11A	chr1:1704655-1704904	-	True	True	False
CDK11A	chr1:1704344-1704550	-	True	True	False
CDK11A	chr1:1704146-1704223	-	True	True	False
CDK11A	chr1:1703995-1704223	-	True	False	False
CDK11A	chr1:1703940-1704039	-	True	True	False
CDK11A	chr1:1703624-1703824	-	True	True	False
CDK11A	chr1:1703269-1703476	-	True	True	False
CDK11A	chr1:1702999-1703080	-	True	True	False
CDK11A	chr1:1641723-1708865	-	False	False	True
CDK11A	chr1:1641723-1708862	-	False	False	True
CDK11A	chr1:1637119-1704223	-	False	False	True
NADK	chr1:1780029-1780282	-	True	False	True
NADK	chr1:1779971-1780282	-	False	False	True
NADK	chr1:1779196-1779905	-	True	False	True
NADK	chr1:1765446-1779905	-	True	True	True
NADK	chr1:1765446-1778746	-	True	True	True
NADK	chr1:1765446-1778289	-	True	True	True
NADK	chr1:1762035-1765228	-	True	True	True
NADK	chr1:1759902-1761952	-	True	True	True
NADK	chr1:1759243-1759734	-	True	True	True
NADK	chr1:1757310-1761952	-	True	True	False
NADK	chr1:1757310-1759101	-	True	True	False
NADK	chr1:1757310-1758365	-	True	True	False
NADK	chr1:1756882-1757181	-	True	True	False
NADK	chr1:1756657-1757107	-	True	True	False
NADK	chr1:1756608-1757181	-	True	True	False
NADK	chr1:1756608-1756779	-	True	True	False
NADK	chr1:1756608-1756739	-	True	False	False
NADK	chr1:1756343-1756503	-	True	True	False
NADK	chr1:1755476-1756258	-	True	True	False
NADK	chr1:1754698-1756258	-	True	False	False
NADK	chr1:1754698-1755374	-	True	True	False
NADK	chr1:1754383-1754544	-	True	True	False
NADK	chr1:1754208-1754284	-	True	True	False
NADK	chr1:1753649-1754284	-	True	False	False
NADK	chr1:1753649-1754051	-	True	True	False
NADK	chr1:1753060-1754284	-	False	False	False
NADK	chr1:1753060-1754051	-	False	False	False
NADK	chr1:1753060-1753567	-	True	True	False
GNB1	chr1:1885152-1887923	-	False	False	True
GNB1	chr1:1885152-1887909	-	False	False	True
GNB1	chr1:1879902-1890820	-	True	True	True
GNB1	chr1:1879902-1890364	-	True	True	True
GNB1	chr1:1876806-1879787	-	True	True	True
GNB1	chr1:1853297-1892113	-	True	True	True
GNB1	chr1:1853297-1890820	-	True	True	True
GNB1	chr1:1853297-1890364	-	True	True	True
GNB1	chr1:1853297-1890188	-	True	True	True
GNB1	chr1:1853297-1879787	-	True	True	True
GNB1	chr1:1853297-1853996	-	True	True	True
GNB1	chr1:1852680-1890820	-	True	True	True
GNB1	chr1:1852680-1853152	-	True	True	True
GNB1	chr1:1848529-1853152	-	True	True	True
GNB1	chr1:1848529-1852570	-	True	True	True
GNB1	chr1:1848036-1848461	-	True	True	True
GNB1	chr1:1839682-1890364	-	True	True	True
GNB1	chr1:1839238-1892247	-	True	True	True
GNB1	chr1:1839238-1891998	-	True	True	True
GNB1	chr1:1839238-1891025	-	True	True	True
GNB1	chr1:1839238-1890820	-	True	True	True
GNB1	chr1:1839238-1890364	-	True	True	True
GNB1	chr1:1839238-1889964	-	True	True	True
GNB1	chr1:1839238-1879787	-	True	True	True
GNB1	chr1:1839238-1876583	-	True	True	True
GNB1	chr1:1839238-1858597	-	True	True	True
GNB1	chr1:1839238-1853152	-	True	True	True
GNB1	chr1:1839238-1852570	-	True	True	True
GNB1	chr1:1839238-1847878	-	True	True	True
GNB1	chr1:1839238-1839629	-	True	True	True
GNB1	chr1:1832482-1833840	-	True	False	True
GNB1	chr1:1825499-1890820	-	True	True	True
GNB1	chr1:1825499-1839190	-	True	True	True
GNB1	chr1:1825499-1832232	-	True	True	True
GNB1	chr1:1817875-1839190	-	True	True	True
GNB1	chr1:1817875-1825397	-	True	True	True
GNB1	chr1:1815862-1825397	-	True	True	True
GNB1	chr1:1815862-1817837	-	True	True	True
GNB1	chr1:1815862-1817687	-	True	False	True
GNB1	chr1:1806538-1825397	-	True	True	True
GNB1	chr1:1806538-1815756	-	True	True	True
GNB1	chr1:1804581-1806475	-	True	True	True
GNB1	chr1:1793311-1804419	-	True	True	False
GNB1	chr1:1790596-1793245	-	True	True	False
GNB1	chr1:1789269-1793245	-	True	False	False
GNB1	chr1:1789269-1790395	-	True	True	False
GNB1	chr1:1787600-1789053	-	False	False	False
GNB1	chr1:1787437-1789053	-	True	True	False
GNB1	chr1:1787437-1788240	-	True	False	False
GNB1	chr1:1787053-1787326	-	False	False	True
GNB1	chr1:1787053-1787322	-	True	True	True
FAAP20	chr1:2212458-2212549	-	True	False	True
FAAP20	chr1:2206667-2207556	-	True	False	True
FAAP20	chr1:2206424-2206515	-	True	False	True
FAAP20	chr1:2203630-2212372	-	True	False	True
FAAP20	chr1:2203630-2206305	-	True	False	True
FAAP20	chr1:2201225-2203564	-	True	False	True
FAAP20	chr1:2201225-2203436	-	True	False	True
FAAP20	chr1:2198142-2201050	-	True	False	True
FAAP20	chr1:2198142-2198754	-	True	False	True
FAAP20	chr1:2198123-2198754	-	False	False	True
FAAP20	chr1:2194133-2198007	-	True	False	False
FAAP20	chr1:2194133-2195038	-	False	False	False
FAAP20	chr1:2194133-2194688	-	True	True	False
FAAP20	chr1:2193910-2198007	-	True	False	False
FAAP20	chr1:2193910-2194688	-	True	True	False
FAAP20	chr1:2193910-2194058	-	False	True	False
FAAP20	chr1:2193910-2194028	-	False	True	False
FAAP20	chr1:2193910-2193998	-	True	True	False
FAAP20	chr1:2192975-2193639	-	True	True	False
FAAP20	chr1:2192076-2192845	-	False	False	False
FAAP20	chr1:2189781-2193639	-	True	True	False
FAAP20	chr1:2189781-2192845	-	True	False	False
FAAP20	chr1:2189781-2192647	-	True	False	False
FAAP20	chr1:2189757-2193639	-	False	True	False
FAAP20	chr1:2187206-2189713	-	True	False	False
FAAP20	chr1:2186249-2186838	-	True	False	False
FAAP20	chr1:2185513-2193639	-	True	True	False
FAAP20	chr1:2185513-2186838	-	False	False	False
FAAP20	chr1:2185513-2186004	-	True	False	False
MORN1	chr1:2389996-2391458	-	True	True	False
MORN1	chr1:2389996-2391433	-	False	False	False
MORN1	chr1:2389388-2389925	-	False	False	False
MORN1	chr1:2388337-2391458	-	True	True	False
MORN1	chr1:2388337-2389925	-	True	True	False
MORN1	chr1:2387529-2388239	-	True	True	False
MORN1	chr1:2385897-2388239	-	False	True	False
MORN1	chr1:2385897-2387419	-	True	True	False
MORN1	chr1:2385897-2387386	-	False	True	False
MORN1	chr1:2385158-2385807	-	True	False	False
MORN1	chr1:2385065-2385807	-	True	True	False
MORN1	chr1:2384751-2384978	-	False	False	False
MORN1	chr1:2384279-2384978	-	False	False	False
MORN1	chr1:2379227-2384978	-	True	True	False
MORN1	chr1:2378980-2379109	-	True	False	False
MORN1	chr1:2374557-2385807	-	False	False	False
MORN1	chr1:2374557-2384978	-	True	True	False
MORN1	chr1:2374557-2375599	-	True	False	False
MORN1	chr1:2372591-2374461	-	True	True	False
MORN1	chr1:2371905-2372481	-	True	False	False
MORN1	chr1:2369991-2372481	-	False	False	False
MORN1	chr1:2358715-2372481	-	True	True	False
MORN1	chr1:2357598-2358592	-	True	True	False
MORN1	chr1:2355464-2357432	-	True	True	False
MORN1	chr1:2336850-2357432	-	True	True	False
MORN1	chr1:2336548-2336717	-	True	True	False
MORN1	chr1:2332753-2336469	-	True	False	False
MORN1	chr1:2324143-2336469	-	True	True	False
MORN1	chr1:2321579-2324097	-	True	True	False
PEX10	chr1:2410868-2412391	-	True	False	True
